product_code,cost_price,,
MOULD-139,1.81,,
MOULD-139B-X,2.61,,
MOULD-139SB,1.81,,
MOULD-14,1.07,,
MOULD-140,1.81,,
MOULD-140B,2.73,,
MOULD-140B-X,2.65,,
MOULD-140X,1.81,,
MOULD-141,1.81,,
MOULD-141B,2.73,,
MOULD-141B-X,2.28,,
MOULD-141X,1.76,,
MOULD-142,1.81,,
MOULD-142B,2.73,,
MOULD-142B-X,2.50,,
MOULD-142X,1.81,,
MOULD-143,1.81,,
MOULD-143X,1.76,,
MOULD-144,1.81,,
MOULD-144X,1.81,,
MOULD-145,1.81,,
MOULD-146,1.81,,
MOULD-146B,2.73,,
MOULD-147,1.81,,
MOULD-147B,2.73,,
MOULD-148,1.81,,
MOULD-149,1.81,,
MOULD-15,1.36,,
MOULD-150,2.73,,
MOULD-151,1.36,,
MOULD-152,1.36,,
MOULD-152B,2.73,,
MOULD-153,7.85,,
MOULD-154,7.85,,
MOULD-155,1.81,,
MOULD-155B,2.73,,
MOULD-156,1.81,,
MOULD-156B,2.73,,
MOULD-157,1.81,,
MOULD-157B,2.73,,
MOULD-158,1.81,,
MOULD-158B,2.73,,
MOULD-158BLK,1.58,,
MOULD-159,1.81,,
MOULD-159B,2.73,,
MOULD-16,1.12,,
MOULD-160,1.81,,
MOULD-160B,2.73,,
MOULD-161,1.36,,
MOULD-161B,2.73,,
MOULD-162,1.36,,
MOULD-162B,2.73,,
MOULD-163,1.36,,
MOULD-163B,2.73,,
MOULD-164,1.12,,
MOULD-164-25MM,1.09,,
MOULD-164-DM,1.00,,
MOULD-164B,2.73,,
MOULD-165,1.58,,
MOULD-166,1.58,,
MOULD-167,2.73,,
MOULD-167X,2.65,,
MOULD-169,2.73,,
MOULD-169X,2.65,,
MOULD-16B,2.65,,
MOULD-17,1.12,,
MOULD-170,2.73,,
MOULD-170X,1.89,,
MOULD-171,7.85,,
MOULD-172,7.85,,
MOULD-173,7.85,,
MOULD-174,2.73,,
MOULD-174SX,2.65,,
MOULD-175,1.36,,
MOULD-179,1.58,,
MOULD-17B,2.73,,
MOULD-18,1.15,,
MOULD-180,1.58,,
MOULD-181,1.58,,
MOULD-182,1.58,,
MOULD-22,7.85,,
MOULD-23,7.85,,
MOULD-24,7.85,,
MOULD-25,2.73,,
MOULD-26,4.91,,
MOULD-27,2.73,,
MOULD-28,2.73,,
MOULD-29,1.12,,
MOULD-29B,2.73,,
MOULD-30,1.81,,
MOULD-31,1.81,,
MOULD-32,1.07,,
MOULD-33,2.73,,
MOULD-33A,2.73,,
MOULD-34,2.73,,
MOULD-35,1.07,,
MOULD-36,11.20,,
MOULD-37,1.12,,
MOULD-38,2.73,,
MOULD-39,1.71,,
MOULD-40,1.36,,
MOULD-41,1.36,,
MOULD-43,2.73,,
MOULD-44,1.07,,
MOULD-44B,2.73,,
MOULD-45,1.07,,
MOULD-45B,2.73,,
MOULD-46,1.07,,
MOULD-46B,2.73,,
MOULD-47,1.07,,
MOULD-48,1.08,,
MOULD-48B,2.73,,
MOULD-49,1.08,,
MOULD-49B,2.73,,
MOULD-50,1.08,,
MOULD-50B,2.73,,
MOULD-51,1.07,,
MOULD-52,1.07,,
MOULD-53,1.07,,
MOULD-54,1.07,,
MOULD-55,1.07,,
MOULD-56,1.36,,
MOULD-57,1.36,,
MOULD-57B,2.73,,
MOULD-58,1.36,,
MOULD-58B,2.73,,
MOULD-59,1.25,,
MOULD-60,4.91,,
MOULD-61,1.07,,
MOULD-62,1.08,,
MOULD-63,1.08,,
MOULD-64,1.36,,
MOULD-64B,2.73,,
MOULD-65,1.36,,
MOULD-65B,2.73,,
MOULD-66,1.36,,
MOULD-66B,2.73,,
MOULD-70,2.73,,
MOULD-71,1.12,,
MOULD-72,2.50,,
MOULD-72XH&H,1.20,,
MOULD-73,1.12,,
MOULD-74,1.12,,
MOULD-75,1.12,,
MOULD-76,1.12,,
MOULD-77,1.12,,
MOULD-77B,2.73,,
MOULD-78,1.12,,
MOULD-79,1.12,,
MOULD-79B,2.73,,
MOULD-80,1.12,,
MOULD-82,2.73,,
MOULD-83,1.36,,
MOULD-85,2.73,,
MOULD-86,1.36,,
MOULD-86X,1.36,,
MOULD-86X-Y,1.36,,
MOULD-87,2.73,,
MOULD-88,3.59,,
MOULD-88BL,3.59,,
MOULD-89,1.36,,
MOULD-89B,2.73,,
MOULD-90,1.36,,
MOULD-90B,2.73,,
MOULD-91,1.36,,
MOULD-92,1.36,,
MOULD-93,1.36,,
MOULD-96,1.36,,
MOULD-97,1.81,,
MPB-1.5K,23.85,,
MPB-1.5Z,18.67,,
MPB-10/25MM,6.37,,
MPB-12,28.48,,
MPB-12-GUK,27.98,,
MPB-12-Z,10.08,,
MPB-12/25MM,6.37,,
MPB-12/30MM,6.85,,
MPB-12/BF/22MM,6.45,,
MPB-12/MF-40,10.15,,
MPB-16-HOR,26.98,,
MPB-17,17.98,,
MPB-17-GUK,25.98,,
MPB-17-HH/30MM,6.85,,
MPB-17-Z,7.75,,
MPB-17/25MM,14.95,,
MPB-17/30MM,18.33,,
MPB-17/46MM,10.00,,
MPB-17/4SHEET,28.48,,
MPB-17/50-SMALL,11.50,,
MPB-17/50MM,11.50,,
MPB-17/BF/22MM,25.98,,
MPB-17/BF/28MM,26.98,,
MPB-17/MF-40,10.15,,
MPB-17/RO,26.98,,
MPB-17/SH-55,8.75,,
MPB-17/SH-65,11.83,,
MPB-17/WEB,49.96,,
MPB-25,25.50,,
MPB-25-GUK,26.98,,
MPB-25-HH/30MM,6.85,,
MPB-25-Z,7.75,,
MPB-25/25MM,14.35,,
MPB-25/30MM,17.98,,
MPB-25/46MM,10.00,,
MPB-25/4SHEET,10.00,,
MPB-25/50MM,11.50,,
MPB-25/BF/22MM,26.98,,
MPB-25/BF/28MM,26.98,,
MPB-25/MF-40,10.15,,
MPB-25/MO,45.98,,
MPB-25/RO,19.98,,
MPB-25/SH-55,9.25,,
MPB-25/SH-65,12.32,,
MPB-25/WEB,49.96,,
MPB-26,9.04,,
MPB-2K,18.68,,
MPB-2Z,21.95,,
MPB-30-HOR,26.98,,
MPB-36-HOR,26.98,,
MPB-3K,18.68,,
MPB-3Z,10.98,,
MPB-40,8.50,,
MPB-40/30MM,8.95,,
MPB-40/4SHEET,29.48,,
MPB-40/WEB,49.96,,
MPB-4K,19.25,,
MPB-4Z,10.98,,
MPB-52,18.98,,
MPB-52-GUK,26.98,,
MPB-52-HH/30MM,7.85,,
MPB-52/25MM,16.98,,
MPB-52/30MM,19.39,,
MPB-52/46MM,10.00,,
MPB-52/50MM,11.50,,
MPB-52/BF/22MM,28.48,,
MPB-52/BF/28MM,28.95,,
MPB-52/MF-40,10.15,,
MPB-52/RO,28.98,,
MPB-52/SH-55,9.75,,
MPB-52/SH-65,13.20,,
MPB-52/WEB,49.96,,
MPB-7,26.98,,
MPB-72,19.98,,
MPB-72-GUK,9.45,,
MPB-72/25MM,8.45,,
MPB-72/30MM,8.75,,
MPB-72/BF/22MM,8.35,,
MPB-8,10.00,,
MPB-8-HOR,26.98,,
MPB-8-Z,18.67,,
MPB-MB-17,9.98,,
MPB-MB-25,30.98,,
MPB-MB-52,7.05,,
MPB-MB-72,7.79,,
MPB-ROS-BA-17,7.85,,
MPB-ROS-BA-25,9.86,,
MPB-ROS-BA-52,8.50,,
MPB-ROS-BA-72,10.98,,
MPB-ST/MAILER-17,10.00,,
MPB-ST/MAILER-25,10.00,,
MPB-ST/MAILER-52,10.00,,
MT-01/PERF-OPTION-1,113.73,,
MT-02/COMBO,229.22,,
MT-02/COMBO-01,388.55,,
MT-02/COMBO-FIX,200.04,,
MT-02/CUTTING-OPTION-2,191.16,,
MT-03,219.95,,
MT-03/COMBO,187.11,,
MT-03/COMBO-01,311.20,,
MT-03/CUTTING-OPTION-2,143.06,,
MT-03/PERF-OPTION-1,195.19,,
MT-04,257.78,,
MT-04/CUTTING-OPTION-2,165.77,,
MT-04/PERF-OPTION-1,193.30,,
MT-BF/28,212.96,,
MT-BF/28/CUTTING-OPTION-2,132.94,,
MT-BF/28/PERF-OPTION-1,131.66,,
MT-BH-02/35,79.17,,
MT-BH-03/25,60.06,,
MT-BH-04/30,69.03,,
MT-BH-BF/28,65.86,,
MT-BH-GUK/35,102.75,,
MT-BH-HH/30,95.91,,
MT-BH-HH/35,49.22,,
MT-BH-SH/55,49.59,,
MT-FL-BH-02/35,11.10,,
MT-HH/30/PERF-OPTION-1,127.96,,
MT-HH/35/CUTTING-OPTION-2,154.25,,
MT-HO/CUTTING-OPTION-2,143.40,,
MT-HO/PERF-OPTION-1,161.46,,
MT-MB/PERF-OPTION-1,137.68,,
MT-NSH-MB/20,74.02,,
MT-NY/SL-25,10.98,,
MT-NY/SL-25-B,11.64,,
MT-NY/SL-30,9.86,,
MT-NY/SL-30-B,6.68,,
MT-NY/SL-35,5.97,,
MT-NY/SL-35-B,9.90,,
MT-NY/SL-GUK,8.33,,
MT-NY/SL-GUK-B,8.68,,
MT-NY/SL-HH-35-B,15.00,,
MT-NY/SL-MB,6.33,,
MT-SH/55/CUTTING-OPTION-2,109.49,,
MT-SH/55/PERF-OPTION-1,106.46,,
MT-SH/65,331.46,,
MT-SH/65/CUTTING-OPTION-2,91.52,,
MT-SH/COMBO-65,237.93,,
MU-DRUM-TAPE,10.35,,
MU-GB-01,4.62,,
MU-GB-02,16.82,,
MU-GB-02-FE,14.27,,
MU-GB-03,14.97,,
MU-GB-80,33.74,,
MU-RED-TA,6.28,,
PA-WEB,75.65,,
PC-PC-LO-BLK,8.17,,
PD-35.002-FP,109.94,,
PD-AF/IP-FP,33.55,,
PD-BH-DM/30,56.93,,
PD-BH-SM/35,31.20,,
PD-DEL-BF-22-FP,182.67,,
PD-DEL-DM/30-FP,187.00,,
PD-DEL-HH/30-FP,86.60,,
PD-DEL-HH/35-FP,155.09,,
PD-DEL-MB/20-FP,211.39,,
PD-DEL-MF/30-FP,176.08,,
PD-DEL-MF/40-FP,154.35,,
PD-DEL-MO/15-FP-PACK,401.90,,
PD-DEL-PET/40-FP,208.76,,
PD-DEL-RO/20-FP,203.68,,
PD-DEL-ROS-BA/25-FP,188.84,,
PD-DEL-SM/35-FP,168.00,,
PD-DEL-ST/25-FP,148.10,,
PD-NY/SL-25,11.53,,
PD-NY/SL-25-B,7.73,,
PD-NY/SL-30-B,9.08,,
PD-NY/SL-35,8.27,,
PD-NY/SL-35-B,8.97,,
PD-NY/SL-36-STA-B,7.18,,
PD-NY/SL-BF-22,9.29,,
PD-NY/SL-BF-22-B,4.59,,
PD-NY/SL-BF-28,8.96,,
PD-NY/SL-BF-28B,11.59,,
PD-NY/SL-CSJ,8.10,,
PD-NY/SL-CSJ-B,8.10,,
PD-NY/SL-CSM,10.25,,
PD-NY/SL-CSM-B,10.46,,
PD-NY/SL-CSP,5.99,,
PD-NY/SL-CSP-B,6.35,,
PD-NY/SL-DM/30,8.65,,
PD-NY/SL-DM/30-B,8.74,,
PD-NY/SL-GU,10.27,,
PD-NY/SL-GU-B,16.72,,
PD-NY/SL-HH-30-B,7.73,,
PD-NY/SL-HH-35,10.00,,
PD-NY/SL-HH-35-B,10.19,,
PD-NY/SL-HH-40,6.78,,
PD-NY/SL-HH-40B,7.18,,
PD-NY/SL-HO,9.08,,
PD-NY/SL-HO/B,8.33,,
PD-NY/SL-MB,11.53,,
PD-NY/SL-MB-B,8.77,,
PD-NY/SL-MF-40,8.26,,
PD-NY/SL-MF-40-B,8.00,,
PD-NY/SL-MO,8.09,,
PD-NY/SL-MO-B,11.51,,
PD-NY/SL-PET-40,8.72,,
PD-NY/SL-RO,11.92,,
PD-NY/SL-RO-B,10.90,,
PD-NY/SL-ROS,9.00,,
PD-NY/SL-ROS-B,7.18,,
QC-03,138.02,,
QC-BOX/SET,25.95,,
QC-CSM/PC,5.19,,
QC-DEL-GO-6/PC-B,7.59,,
QC-DEL-GO-6/PC-Y,7.59,,
QC-DEL-GO/6-FP,443.29,,
QC-DEL-KB-114/PC,12.65,,
QC-DEL-KB-114/PC-B,8.76,,
QC-DEL-KB-26/PC,10.42,,
QC-DEL-KB-26/PC-Y,13.95,,
QC-DEL-KB-94/PC,9.19,,
QC-DEL-KB/26-6C-FP-01,594.35,,
QC-DEL-KB/94-FP-6,588.63,,
QC-DEL-MPB/30-FP-5,137.57,,
QC-DEL-MPB/30-FP-5-B,110.56,,
QC-DEL-MPB/PC-B,3.24,,
QC-DEL-MPB/PC-R,3.35,,
QC-DEL-MPB/PC-Y,3.28,,
QC-DEL-UB-6-01/PC-B,7.16,,
QC-DEL-UB-6/PC,8.05,,
QC-DEL-UB-6/PC-EXH,5.98,,
QC-DEL-UB/6-FP,309.60,,
QC-DEL-UB/6-FP-01,318.29,,
QC-DEL-WO-98/PC,14.33,,
QC-DEL-WO-98/PC-O,7.72,,
QC-DEL-WO-98/PC-W,12.24,,
QC-GB-01,36.65,,
QC-HO-2S/25-FP-6,478.04,,
QC-KB-94,13.05,,
QC-KB-94-B,8.08,,
QC-KB-94-O,14.59,,
QC-KB-94-W,11.82,,
QC-KB-94-Y,12.67,,
QC-MPB-2S/30-FP-6,371.75,,
QC-MU-ALE/PC-BLK,4.83,,
QC-MU-ALE/PC-Y,4.83,,
QC-MU-PA/PC,4.51,,
QC-MU-PA/PC-B,3.10,,
QC-MU-PA/PC-R,3.10,,
QC-MU-PA/PC-W,3.09,,
QC-MU-PA/PC-Y,2.98,,
QC-MU-PA01/PC-B,9.95,,
QC-MU-PA01/PC-B-B,8.96,,
QC-MU-PA01/PC-B-T,10.98,,
QC-MU-PA01/PC-O-T,10.98,,
QC-MU-PA01/PC-T,9.07,,
QC-MU-PA01/PC-W-B,6.34,,
QC-MU-PA01/PC-W-T,6.34,,
QC-MU-PA01/PC-Y-B,9.95,,
QC-MU-PA01/PC-Y-T,9.07,,
QC-MU-PAN/PC,8.05,,
QC-MU-PAN/PC-B,8.02,,
QC-MU-PO/PC,5.74,,
QC-MU-PO/PC-B,5.74,,
QC-MU-PO/PC-O,5.74,,
QC-MU-PO/PC-W,11.67,,
QC-MU-PO/PC-Y,4.82,,
QC-MU-TRE/PC,9.48,,
QC-MU/ALE-FP-6,730.74,,
QC-MU/PA-FP-6,511.95,,
QC-MU/PAN-FP-6,702.70,,
QC-MU/VA-FP-03,235.86,,
QC-WO-6C/6MM-HINGE-SP-B,7.82,,
QC-WO/10MM-HINGE-SP,86.88,,
QC-WO/SP,9.40,,
RS-NY/FE,8.03,,
RS-NY/FE-B,8.11,,
RS-NY/FE-R,8.52,,
RS-NY/FE-Y,8.16,,
SC-10,1.00,,
SC-17,1.00,,
SC-DSF/HOR-25-NY-B,12.66,,
SC-DSF/HOR-25-NY-R,8.65,,
SC-DSF/HOR-25-NY-Y,9.12,,
SC-DU-01,150.06,,
SC-HD-01,196.75,,
SC-HD-02,62.62,,
SC-HD-03,106.96,,
SC-HD-04,369.93,,
SC-HD-04/CLIP,10.04,,
SC-HO-01,385.00,,
SC-HO-02,19.43,,
SC-HOR/25-FP,112.40,,
SC-HOR/25-FP-DSF-01,129.91,,
SC-MU-02,114.61,,
SC-MU-03,52.05,,
SC-MU-05,316.35,,
SC-MU-06,280.47,,
SC-MU/ADJ-FP-01,483.74,,
SC-MU/PC-RB-5-B-MOD,3.34,,
SC-MU/PC-RB-5-MOD,3.22,,
SC-MU/PC-RB-5-R,3.22,,
SC-MU/PC-RB-5-W-MOD,3.50,,
SC-MU/PC-RB-5-Y-MOD,3.31,,
SC-OS-02,101.86,,
SC-SH-01,96.57,,
SCRIBER,2.30,,
SH-GB/55-FP,34.37,,
SHC-03,116.01,,
SHC-ADJ/04-FP,370.52,,
SHC-PC-ADJ/04-Y,26.99,,
SHC-RO,122.67,,
SHIM-SP/PACK,12.49,,
SHRINKWRAP,5.39,,
SP-MT/25-1,1.73,,
SP-MT/25-3,1.73,,
SP-MT/25-4,1.73,,
SP-MT/25-5,1.73,,
SP-MT/25-6,1.73,,
SP-MT/35-2,3.34,,
SP-MT/35-3,4.33,,
SP-MT/35-4,4.53,,
SP-MT/35-5,4.63,,
SP-MT/35-6,4.81,,
SP-SHC/35-RD,12.00,,
TC-DEL-FI/40-FP,106.58,,
TC-DEL-MF/30-FP-2,76.09,,
TC-DEL-SM/35-FP,117.13,,
TC-DEL-ST/25-FP,127.08,,
TECH-317-SS,70.00,,
TECH-CS-CF,4121.71,,
TECH008,110.65,,
TECH037,53.60,,
TECH037LGB,63.04,,
TECH037SHB,54.07,,
TECH041M,42.65,,
TECH111,51.22,,
TECH123,77.14,,
TECH201,304.27,,
TECH224,14.51,,
TECH237,27.38,,
TECH258,58.10,,
TECH270,93.49,,
TECH279,44.15,,
TECH293,58.10,,
TECH304,117.16,,
TECH312,219.08,,
TECH354,82.21,,
TECH355,69.21,,
TECH356,76.91,,
TECH370,72.58,,
TECH421SR,25.80,,
TECH429,25.24,,
TECH434,31.38,,
TECH439,81.32,,
TECH464,244.44,,
TECH487,126.75,,
TECH509,201.89,,
TECH534,81.64,,
TECH544,19.14,,
TECH561,985.61,,
TECH563,237.73,,
TECH565,197.80,,
TRI-WEB-01,298.45,,
TRI-WEB-03,154.65,,
TWS-ID/25,5.00,,
TWS-ID/25-3,5.00,,
TWS-ID/25-4,5.00,,
TWS-ID/35,6.00,,
TWS-ID/35-3,5.00,,
TWS-ID/35-4,5.00,,
TWS-ID/AGOR-4,1.50,,
TWS-ID/AGOR-5,1.50,,
TWS-ID/DCM-3,5.00,,
TWS-ID/DCM-4,5.00,,
TWS-ID/DCM-5,5.00,,
TWS-ID/GUK20-3,5.00,,
TWS-ID/GUK20-4,5.00,,
TWS-ID/GUK20-5,5.00,,
TWS-ID/GUK35-1,5.00,,
TWS-ID/GUK35-3,5.00,,
TWS-ID/GUK35-4,5.00,,
TWS-ID/GUK35-5,20.00,,
TWS-ID/GUK35-CREASER-3,5.00,,
TWS-ID/GUK35-CREASER-4,5.00,,
TWS-ID/GUK35-CREASER-5,5.00,,
TWS-ID/HH30.3,6.00,,
TWS-ID/HH30.5,6.00,,
TWS-ID/HH45.3,9.75,,
TWS-ID/HH45.4,9.75,,
TWS-ID/HH45.5,5.00,,
TWS-ID/HO20-3,5.00,,
TWS-ID/HO20-4,5.00,,
TWS-ID/HO20-5,5.00,,
TWS-ID/MB-4,5.00,,
TWS-ID/MB-5,5.00,,
TWS-ID/MBO-35.3,5.00,,
TWS-ID/MBO-35.4,5.00,,
TWS-ID/MBO-40.3,5.00,,
TWS-ID/MBO30-3,5.00,,
TWS-ID/MBO30-4,5.00,,
TWS-ID/MBO30-5,5.00,,
WEBCASSETTE-ADJUSTERBLOCK,36.88,,
WEBCASSETTE-BASEPLATE-620MM,296.95,,
WEBCASSETTE-CALLIPER,31.52,,
WEBCASSETTE-COVERPLATE,29.26,,
WEBCASSETTE-ENDPLATE,138.17,,
WEBCASSETTE-KNOB,30.89,,
WEBCASSETTE-SUPPORTBRACE-620MM,107.44,,
Z-16BOX-COVER,2.35,,
Z-20BOX,3.47,,
Z-2BOX,1.55,,
Z-4BOX,1.06,,
Z-5BOX,1.21,,
Z-6BOX,1.75,,
Z-9BOX,0.85,,
Z-BOX,1.42,,
Z-BOX/FOAM,1.02,,
Z-GRIP/2.25X3,0.01,,
Z-GRIP/3.5X4.5,11.75,,
Z-GRIP/4X5.5-WOP,18.90,,
Z-GRIP/5X7.5,15.50,,
Z-GRIP/7.5X7.5,0.01,,
Z-GRIP/9X12.75,0.04,,
Z-JIFFY-S,0.07,,
Z-JIFFY-XL,0.35,,
Z-JIFFY-XM,0.21,,
Z-LID-50,0.09,,
Z-LID-63,0.06,,
Z-SHRINK-WRAP,5.80,,
Z-TAPE-ADH/4X50,0.48,,
Z-TAPE-ADH/8X50,0.93,,
Z-TAPE-BROWN,1.00,,
Z-TAPE-FRAGILE,1.10,,
Z-TAPE-TECH,6.01,,
Z-TUBE-01,0.80,,
,,,
